LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed Level,Unemployed Rate
CN4715300000000,47,153,"Sequatchie County, TN",2014,"5,705","5,281",424,7.4
CN4715500000000,47,155,"Sevier County, TN",2014,"48,668","45,200","3,468",7.1
CN4715700000000,47,157,"Shelby County, TN",2014,"427,667","395,109","32,558",7.6
CN4715900000000,47,159,"Smith County, TN",2014,"8,306","7,776",530,6.4
CN4716100000000,47,161,"Stewart County, TN",2014,"5,203","4,723",480,9.2
CN4716300000000,47,163,"Sullivan County, TN",2014,"69,534","64,918","4,616",6.6
CN4716500000000,47,165,"Sumner County, TN",2014,"86,070","81,544","4,526",5.3
CN4716700000000,47,167,"Tipton County, TN",2014,"27,247","24,995","2,252",8.3
CN4716900000000,47,169,"Trousdale County, TN",2014,"3,653","3,396",257,7
CN4717100000000,47,171,"Unicoi County, TN",2014,"7,090","6,443",647,9.1
CN4717300000000,47,173,"Union County, TN",2014,"7,192","6,625",567,7.9
CN4717500000000,47,175,"Van Buren County, TN",2014,"2,098","1,897",201,9.6
CN4717700000000,47,177,"Warren County, TN",2014,"17,335","16,162","1,173",6.8
CN4717900000000,47,179,"Washington County, TN",2014,"57,441","53,824","3,617",6.3
CN4718100000000,47,181,"Wayne County, TN",2014,"6,425","5,866",559,8.7
CN4718300000000,47,183,"Weakley County, TN",2014,"15,804","14,453","1,351",8.5
CN4718500000000,47,185,"White County, TN",2014,"11,382","10,540",842,7.4
CN4718700000000,47,187,"Williamson County, TN",2014,"103,213","98,538","4,675",4.5
CN4718900000000,47,189,"Wilson County, TN",2014,"62,232","58,949","3,283",5.3
CN4800100000000,48,1,"Anderson County, TX",2014,"21,793","20,778","1,015",4.7
CN4800300000000,48,3,"Andrews County, TX",2014,"9,529","9,244",285,3
CN4800500000000,48,5,"Angelina County, TX",2014,"37,742","35,767","1,975",5.2
CN4800700000000,48,7,"Aransas County, TX",2014,"10,201","9,637",564,5.5
CN4800900000000,48,9,"Archer County, TX",2014,"4,242","4,051",191,4.5
CN4801100000000,48,11,"Armstrong County, TX",2014,"1,004",972,32,3.2
CN4801300000000,48,13,"Atascosa County, TX",2014,"20,372","19,365","1,007",4.9
CN4801500000000,48,15,"Austin County, TX",2014,"14,136","13,462",674,4.8
CN4801700000000,48,17,"Bailey County, TX",2014,"2,958","2,809",149,5
CN4801900000000,48,19,"Bandera County, TX",2014,"9,126","8,691",435,4.8
CN4802100000000,48,21,"Bastrop County, TX",2014,"36,713","34,929","1,784",4.9
CN4802300000000,48,23,"Baylor County, TX",2014,"1,652","1,582",70,4.2
CN4802500000000,48,25,"Bee County, TX",2014,"10,735","10,112",623,5.8
CN4802700000000,48,27,"Bell County, TX",2014,"134,896","127,044","7,852",5.8
CN4802900000000,48,29,"Bexar County, TX",2014,"866,455","825,960","40,495",4.7
CN4803100000000,48,31,"Blanco County, TX",2014,"5,679","5,472",207,3.6
CN4803300000000,48,33,"Borden County, TX",2014,423,410,13,3.1
CN4803500000000,48,35,"Bosque County, TX",2014,"8,140","7,720",420,5.2
CN4803700000000,48,37,"Bowie County, TX",2014,"39,662","37,170","2,492",6.3
CN4803900000000,48,39,"Brazoria County, TX",2014,"166,712","158,250","8,462",5.1
CN4804100000000,48,41,"Brazos County, TX",2014,"104,349","100,194","4,155",4
CN4804300000000,48,43,"Brewster County, TX",2014,"4,067","3,879",188,4.6
CN4804500000000,48,45,"Briscoe County, TX",2014,637,610,27,4.2
CN4804700000000,48,47,"Brooks County, TX",2014,"2,707","2,498",209,7.7
CN4804900000000,48,49,"Brown County, TX",2014,"15,852","15,032",820,5.2
CN4805100000000,48,51,"Burleson County, TX",2014,"7,593","7,232",361,4.8
CN4805300000000,48,53,"Burnet County, TX",2014,"21,502","20,577",925,4.3
CN4805500000000,48,55,"Caldwell County, TX",2014,"17,241","16,345",896,5.2
CN4805700000000,48,57,"Calhoun County, TX",2014,"11,089","10,561",528,4.8
CN4805900000000,48,59,"Callahan County, TX",2014,"5,832","5,573",259,4.4
CN4806100000000,48,61,"Cameron County, TX",2014,"166,361","152,513","13,848",8.3
CN4806300000000,48,63,"Camp County, TX",2014,"5,218","4,900",318,6.1
CN4806500000000,48,65,"Carson County, TX",2014,"3,150","3,045",105,3.3
CN4806700000000,48,67,"Cass County, TX",2014,"12,283","11,346",937,7.6
CN4806900000000,48,69,"Castro County, TX",2014,"3,796","3,645",151,4
CN4807100000000,48,71,"Chambers County, TX",2014,"17,843","16,816","1,027",5.8
CN4807300000000,48,73,"Cherokee County, TX",2014,"21,183","19,955","1,228",5.8
CN4807500000000,48,75,"Childress County, TX",2014,"2,863","2,759",104,3.6
CN4807700000000,48,77,"Clay County, TX",2014,"5,019","4,790",229,4.6
CN4807900000000,48,79,"Cochran County, TX",2014,"1,398","1,327",71,5.1
CN4808100000000,48,81,"Coke County, TX",2014,"1,438","1,376",62,4.3
CN4808300000000,48,83,"Coleman County, TX",2014,"3,121","2,931",190,6.1
CN4808500000000,48,85,"Collin County, TX",2014,"474,119","452,567","21,552",4.5
CN4808700000000,48,87,"Collingsworth County, TX",2014,"1,259","1,208",51,4.1
CN4808900000000,48,89,"Colorado County, TX",2014,"10,277","9,821",456,4.4
CN4809100000000,48,91,"Comal County, TX",2014,"59,850","57,138","2,712",4.5
CN4809300000000,48,93,"Comanche County, TX",2014,"5,537","5,270",267,4.8
CN4809500000000,48,95,"Concho County, TX",2014,"1,414","1,372",42,3
CN4809700000000,48,97,"Cooke County, TX",2014,"20,546","19,755",791,3.8
CN4809900000000,48,99,"Coryell County, TX",2014,"24,722","23,250","1,472",6
CN4810100000000,48,101,"Cottle County, TX",2014,605,568,37,6.1
CN4810300000000,48,103,"Crane County, TX",2014,"2,006","1,926",80,4
CN4810500000000,48,105,"Crockett County, TX",2014,"1,933","1,860",73,3.8
CN4810700000000,48,107,"Crosby County, TX",2014,"2,698","2,572",126,4.7
CN4810900000000,48,109,"Culberson County, TX",2014,"1,012",970,42,4.2
CN4811100000000,48,111,"Dallam County, TX",2014,"3,903","3,789",114,2.9
CN4811300000000,48,113,"Dallas County, TX",2014,"1,250,984","1,183,245","67,739",5.4
CN4811500000000,48,115,"Dawson County, TX",2014,"4,899","4,661",238,4.9
CN4811700000000,48,117,"Deaf Smith County, TX",2014,"9,108","8,779",329,3.6
CN4811900000000,48,119,"Delta County, TX",2014,"2,653","2,493",160,6
CN4812100000000,48,121,"Denton County, TX",2014,"414,162","395,799","18,363",4.4
CN4812300000000,48,123,"DeWitt County, TX",2014,"10,016","9,633",383,3.8
CN4812500000000,48,125,"Dickens County, TX",2014,745,698,47,6.3
CN4812700000000,48,127,"Dimmit County, TX",2014,"7,660","7,371",289,3.8
CN4812900000000,48,129,"Donley County, TX",2014,"1,620","1,542",78,4.8
CN4813100000000,48,131,"Duval County, TX",2014,"5,530","5,222",308,5.6
CN4813300000000,48,133,"Eastland County, TX",2014,"8,362","7,959",403,4.8
CN4813500000000,48,135,"Ector County, TX",2014,"82,387","79,552","2,835",3.4
CN4813700000000,48,137,"Edwards County, TX",2014,867,830,37,4.3
CN4813900000000,48,139,"Ellis County, TX",2014,"79,088","75,200","3,888",4.9
CN4814100000000,48,141,"El Paso County, TX",2014,"344,510","322,445","22,065",6.4
CN4814300000000,48,143,"Erath County, TX",2014,"20,101","19,248",853,4.2
CN4814500000000,48,145,"Falls County, TX",2014,"6,549","6,190",359,5.5
CN4814700000000,48,147,"Fannin County, TX",2014,"15,279","14,467",812,5.3
CN4814900000000,48,149,"Fayette County, TX",2014,"13,075","12,627",448,3.4
CN4815100000000,48,151,"Fisher County, TX",2014,"1,864","1,780",84,4.5
CN4815300000000,48,153,"Floyd County, TX",2014,"2,964","2,753",211,7.1
CN4815500000000,48,155,"Foard County, TX",2014,579,554,25,4.3
CN4815700000000,48,157,"Fort Bend County, TX",2014,"347,068","331,406","15,662",4.5
CN4815900000000,48,159,"Franklin County, TX",2014,"4,659","4,419",240,5.2
CN4816100000000,48,161,"Freestone County, TX",2014,"7,844","7,403",441,5.6
CN4816300000000,48,163,"Frio County, TX",2014,"10,343","9,974",369,3.6
CN4816500000000,48,165,"Gaines County, TX",2014,"9,367","9,062",305,3.3
CN4816700000000,48,167,"Galveston County, TX",2014,"157,629","148,793","8,836",5.6
CN4816900000000,48,169,"Garza County, TX",2014,"2,244","2,162",82,3.7
CN4817100000000,48,171,"Gillespie County, TX",2014,"12,521","12,080",441,3.5
CN4817300000000,48,173,"Glasscock County, TX",2014,830,808,22,2.7
CN4817500000000,48,175,"Goliad County, TX",2014,"3,572","3,426",146,4.1
CN4817700000000,48,177,"Gonzales County, TX",2014,"9,938","9,555",383,3.9
CN4817900000000,48,179,"Gray County, TX",2014,"9,787","9,394",393,4
CN4818100000000,48,181,"Grayson County, TX",2014,"60,353","57,429","2,924",4.8
CN4818300000000,48,183,"Gregg County, TX",2014,"61,148","58,184","2,964",4.8
CN4818500000000,48,185,"Grimes County, TX",2014,"11,824","11,261",563,4.8
CN4818700000000,48,187,"Guadalupe County, TX",2014,"71,582","68,488","3,094",4.3
CN4818900000000,48,189,"Hale County, TX",2014,"13,525","12,256","1,269",9.4
CN4819100000000,48,191,"Hall County, TX",2014,"1,264","1,185",79,6.3
CN4819300000000,48,193,"Hamilton County, TX",2014,"3,567","3,403",164,4.6
CN4819500000000,48,195,"Hansford County, TX",2014,"3,242","3,160",82,2.5
CN4819700000000,48,197,"Hardeman County, TX",2014,"1,648","1,567",81,4.9
CN4819900000000,48,199,"Hardin County, TX",2014,"25,392","23,804","1,588",6.3
CN4820100000000,48,201,"Harris County, TX",2014,"2,230,152","2,119,161","110,991",5
CN4820300000000,48,203,"Harrison County, TX",2014,"32,194","30,425","1,769",5.5
CN4820500000000,48,205,"Hartley County, TX",2014,"2,901","2,828",73,2.5
CN4820700000000,48,207,"Haskell County, TX",2014,"2,694","2,588",106,3.9
CN4820900000000,48,209,"Hays County, TX",2014,"94,045","90,032","4,013",4.3
CN4821100000000,48,211,"Hemphill County, TX",2014,"2,546","2,485",61,2.4
CN4821300000000,48,213,"Henderson County, TX",2014,"34,738","32,801","1,937",5.6
CN4821500000000,48,215,"Hidalgo County, TX",2014,"332,027","302,957","29,070",8.8
CN4821700000000,48,217,"Hill County, TX",2014,"15,883","15,046",837,5.3
CN4821900000000,48,219,"Hockley County, TX",2014,"12,091","11,625",466,3.9
CN4822100000000,48,221,"Hood County, TX",2014,"24,258","23,065","1,193",4.9
CN4822300000000,48,223,"Hopkins County, TX",2014,"17,491","16,672",819,4.7
CN4822500000000,48,225,"Houston County, TX",2014,"9,804","9,318",486,5
CN4822700000000,48,227,"Howard County, TX",2014,"13,593","12,998",595,4.4
CN4822900000000,48,229,"Hudspeth County, TX",2014,"1,251","1,172",79,6.3
CN4823100000000,48,231,"Hunt County, TX",2014,"38,573","36,294","2,279",5.9
CN4823300000000,48,233,"Hutchinson County, TX",2014,"10,519","10,060",459,4.4
CN4823500000000,48,235,"Irion County, TX",2014,833,802,31,3.7
CN4823700000000,48,237,"Jack County, TX",2014,"4,307","4,146",161,3.7
CN4823900000000,48,239,"Jackson County, TX",2014,"7,632","7,333",299,3.9
CN4824100000000,48,241,"Jasper County, TX",2014,"14,445","13,269","1,176",8.1
CN4824300000000,48,243,"Jeff Davis County, TX",2014,"1,147","1,106",41,3.6
CN4824500000000,48,245,"Jefferson County, TX",2014,"110,139","101,022","9,117",8.3
CN4824700000000,48,247,"Jim Hogg County, TX",2014,"2,198","2,065",133,6.1
CN4824900000000,48,249,"Jim Wells County, TX",2014,"20,106","19,057","1,049",5.2
CN4825100000000,48,251,"Johnson County, TX",2014,"74,371","70,626","3,745",5
CN4825300000000,48,253,"Jones County, TX",2014,"5,805","5,486",319,5.5
CN4825500000000,48,255,"Karnes County, TX",2014,"6,275","6,046",229,3.6
CN4825700000000,48,257,"Kaufman County, TX",2014,"53,609","50,852","2,757",5.1
CN4825900000000,48,259,"Kendall County, TX",2014,"18,681","17,926",755,4
CN4826100000000,48,261,"Kenedy County, TX",2014,338,328,10,3
CN4826300000000,48,263,"Kent County, TX",2014,513,495,18,3.5
CN4826500000000,48,265,"Kerr County, TX",2014,"21,432","20,493",939,4.4
CN4826700000000,48,267,"Kimble County, TX",2014,"2,113","2,031",82,3.9
CN4826900000000,48,269,"King County, TX",2014,225,216,9,4
CN4827100000000,48,271,"Kinney County, TX",2014,"1,229","1,140",89,7.2
CN4827300000000,48,273,"Kleberg County, TX",2014,"15,261","14,430",831,5.4
CN4827500000000,48,275,"Knox County, TX",2014,"1,739","1,665",74,4.3
CN4827700000000,48,277,"Lamar County, TX",2014,"22,143","20,796","1,347",6.1
CN4827900000000,48,279,"Lamb County, TX",2014,"6,030","5,679",351,5.8
CN4828100000000,48,281,"Lampasas County, TX",2014,"8,968","8,465",503,5.6
CN4828300000000,48,283,"La Salle County, TX",2014,"4,577","4,436",141,3.1
CN4828500000000,48,285,"Lavaca County, TX",2014,"8,975","8,624",351,3.9
CN4828700000000,48,287,"Lee County, TX",2014,"9,341","8,969",372,4
CN4828900000000,48,289,"Leon County, TX",2014,"7,221","6,837",384,5.3
CN4829100000000,48,291,"Liberty County, TX",2014,"30,982","28,763","2,219",7.2
CN4829300000000,48,293,"Limestone County, TX",2014,"9,202","8,665",537,5.8
CN4829500000000,48,295,"Lipscomb County, TX",2014,"1,749","1,690",59,3.4
CN4829700000000,48,297,"Live Oak County, TX",2014,"6,116","5,898",218,3.6
CN4829900000000,48,299,"Llano County, TX",2014,"8,089","7,671",418,5.2
CN4830100000000,48,301,"Loving County, TX",2014,78,74,4,5.1
CN4830300000000,48,303,"Lubbock County, TX",2014,"147,807","141,989","5,818",3.9
CN4830500000000,48,305,"Lynn County, TX",2014,"2,862","2,737",125,4.4
CN4830700000000,48,307,"McCulloch County, TX",2014,"4,113","3,940",173,4.2
CN4830900000000,48,309,"McLennan County, TX",2014,"112,906","107,210","5,696",5
CN4831100000000,48,311,"McMullen County, TX",2014,"1,060","1,039",21,2
CN4831300000000,48,313,"Madison County, TX",2014,"5,025","4,781",244,4.9
CN4831500000000,48,315,"Marion County, TX",2014,"4,481","4,192",289,6.4
CN4831700000000,48,317,"Martin County, TX",2014,"2,687","2,596",91,3.4
CN4831900000000,48,319,"Mason County, TX",2014,"1,897","1,810",87,4.6
CN4832100000000,48,321,"Matagorda County, TX",2014,"16,680","15,372","1,308",7.8
CN4832300000000,48,323,"Maverick County, TX",2014,"23,397","20,836","2,561",10.9
CN4832500000000,48,325,"Medina County, TX",2014,"20,403","19,402","1,001",4.9
CN4832700000000,48,327,"Menard County, TX",2014,886,844,42,4.7
CN4832900000000,48,329,"Midland County, TX",2014,"90,947","88,337","2,610",2.9
CN4833100000000,48,331,"Milam County, TX",2014,"10,228","9,594",634,6.2
CN4833300000000,48,333,"Mills County, TX",2014,"2,049","1,960",89,4.3
CN4833500000000,48,335,"Mitchell County, TX",2014,"2,905","2,781",124,4.3
CN4833700000000,48,337,"Montague County, TX",2014,"10,137","9,735",402,4
CN4833900000000,48,339,"Montgomery County, TX",2014,"253,834","242,633","11,201",4.4
CN4834100000000,48,341,"Moore County, TX",2014,"11,298","10,906",392,3.5
CN4834300000000,48,343,"Morris County, TX",2014,"5,626","5,186",440,7.8
CN4834500000000,48,345,"Motley County, TX",2014,497,476,21,4.2
CN4834700000000,48,347,"Nacogdoches County, TX",2014,"28,628","27,101","1,527",5.3
CN4834900000000,48,349,"Navarro County, TX",2014,"23,140","21,936","1,204",5.2
CN4835100000000,48,351,"Newton County, TX",2014,"5,560","5,100",460,8.3
CN4835300000000,48,353,"Nolan County, TX",2014,"7,048","6,746",302,4.3
CN4835500000000,48,355,"Nueces County, TX",2014,"168,240","159,650","8,590",5.1
CN4835700000000,48,357,"Ochiltree County, TX",2014,"5,573","5,407",166,3
CN4835900000000,48,359,"Oldham County, TX",2014,941,907,34,3.6
CN4836100000000,48,361,"Orange County, TX",2014,"37,893","34,873","3,020",8
CN4836300000000,48,363,"Palo Pinto County, TX",2014,"13,376","12,688",688,5.1
CN4836500000000,48,365,"Panola County, TX",2014,"12,560","11,940",620,4.9
CN4836700000000,48,367,"Parker County, TX",2014,"59,108","56,412","2,696",4.6
CN4836900000000,48,369,"Parmer County, TX",2014,"5,127","4,971",156,3
CN4837100000000,48,371,"Pecos County, TX",2014,"6,864","6,579",285,4.2
CN4837300000000,48,373,"Polk County, TX",2014,"17,228","16,120","1,108",6.4
CN4837500000000,48,375,"Potter County, TX",2014,"56,845","54,597","2,248",4
CN4837700000000,48,377,"Presidio County, TX",2014,"3,412","3,015",397,11.6
CN4837900000000,48,379,"Rains County, TX",2014,"5,406","5,140",266,4.9
CN4838100000000,48,381,"Randall County, TX",2014,"68,845","66,472","2,373",3.4
CN4838300000000,48,383,"Reagan County, TX",2014,"2,077","2,011",66,3.2
CN4838500000000,48,385,"Real County, TX",2014,"1,059",993,66,6.2
CN4838700000000,48,387,"Red River County, TX",2014,"4,937","4,554",383,7.8
CN4838900000000,48,389,"Reeves County, TX",2014,"5,759","5,528",231,4
CN4839100000000,48,391,"Refugio County, TX",2014,"3,600","3,447",153,4.3
CN4839300000000,48,393,"Roberts County, TX",2014,450,434,16,3.6
CN4839500000000,48,395,"Robertson County, TX",2014,"7,148","6,764",384,5.4
CN4839700000000,48,397,"Rockwall County, TX",2014,"43,416","41,458","1,958",4.5
CN4839900000000,48,399,"Runnels County, TX",2014,"4,973","4,762",211,4.2
CN4840100000000,48,401,"Rusk County, TX",2014,"24,206","23,016","1,190",4.9
CN4840300000000,48,403,"Sabine County, TX",2014,"3,542","3,168",374,10.6
CN4840500000000,48,405,"San Augustine County, TX",2014,"2,826","2,556",270,9.6
CN4840700000000,48,407,"San Jacinto County, TX",2014,"11,413","10,756",657,5.8
CN4840900000000,48,409,"San Patricio County, TX",2014,"30,685","28,772","1,913",6.2
CN4841100000000,48,411,"San Saba County, TX",2014,"2,231","2,138",93,4.2
CN4841300000000,48,413,"Schleicher County, TX",2014,"1,780","1,726",54,3
CN4841500000000,48,415,"Scurry County, TX",2014,"8,612","8,326",286,3.3
CN4841700000000,48,417,"Shackelford County, TX",2014,"2,374","2,309",65,2.7
CN4841900000000,48,419,"Shelby County, TX",2014,"11,613","10,935",678,5.8
CN4842100000000,48,421,"Sherman County, TX",2014,"1,505","1,458",47,3.1
CN4842300000000,48,423,"Smith County, TX",2014,"102,258","96,937","5,321",5.2
CN4842500000000,48,425,"Somervell County, TX",2014,"4,136","3,924",212,5.1
CN4842700000000,48,427,"Starr County, TX",2014,"25,993","22,451","3,542",13.6
CN4842900000000,48,429,"Stephens County, TX",2014,"4,291","4,104",187,4.4
CN4843100000000,48,431,"Sterling County, TX",2014,812,788,24,3
CN4843300000000,48,433,"Stonewall County, TX",2014,697,670,27,3.9
CN4843500000000,48,435,"Sutton County, TX",2014,"2,022","1,950",72,3.6
CN4843700000000,48,437,"Swisher County, TX",2014,"2,881","2,705",176,6.1
CN4843900000000,48,439,"Tarrant County, TX",2014,"991,015","941,186","49,829",5
CN4844100000000,48,441,"Taylor County, TX",2014,"64,418","61,706","2,712",4.2
CN4844300000000,48,443,"Terrell County, TX",2014,480,458,22,4.6
CN4844500000000,48,445,"Terry County, TX",2014,"5,612","5,371",241,4.3
CN4844700000000,48,447,"Throckmorton County, TX",2014,833,800,33,4
CN4844900000000,48,449,"Titus County, TX",2014,"12,910","12,097",813,6.3
CN4845100000000,48,451,"Tom Green County, TX",2014,"54,668","52,465","2,203",4
CN4845300000000,48,453,"Travis County, TX",2014,"644,428","618,143","26,285",4.1
CN4845500000000,48,455,"Trinity County, TX",2014,"5,524","5,192",332,6
CN4845700000000,48,457,"Tyler County, TX",2014,"7,576","6,972",604,8
CN4845900000000,48,459,"Upshur County, TX",2014,"18,577","17,624",953,5.1
CN4846100000000,48,461,"Upton County, TX",2014,"1,875","1,815",60,3.2
CN4846300000000,48,463,"Uvalde County, TX",2014,"11,685","11,021",664,5.7
CN4846500000000,48,465,"Val Verde County, TX",2014,"19,384","18,271","1,113",5.7
CN4846700000000,48,467,"Van Zandt County, TX",2014,"23,901","22,639","1,262",5.3
CN4846900000000,48,469,"Victoria County, TX",2014,"46,261","44,338","1,923",4.2
CN4847100000000,48,471,"Walker County, TX",2014,"23,156","21,899","1,257",5.4
CN4847300000000,48,473,"Waller County, TX",2014,"21,320","20,231","1,089",5.1
CN4847500000000,48,475,"Ward County, TX",2014,"5,922","5,710",212,3.6
CN4847700000000,48,477,"Washington County, TX",2014,"15,700","14,979",721,4.6
CN4847900000000,48,479,"Webb County, TX",2014,"111,193","105,546","5,647",5.1
CN4848100000000,48,481,"Wharton County, TX",2014,"21,574","20,569","1,005",4.7
CN4848300000000,48,483,"Wheeler County, TX",2014,"3,082","2,972",110,3.6
CN4848500000000,48,485,"Wichita County, TX",2014,"56,512","53,760","2,752",4.9
CN4848700000000,48,487,"Wilbarger County, TX",2014,"5,296","5,036",260,4.9
CN4848900000000,48,489,"Willacy County, TX",2014,"7,171","6,283",888,12.4
CN4849100000000,48,491,"Williamson County, TX",2014,"255,361","244,237","11,124",4.4
CN4849300000000,48,493,"Wilson County, TX",2014,"22,549","21,613",936,4.2
CN4849500000000,48,495,"Winkler County, TX",2014,"3,286","3,142",144,4.4
CN4849700000000,48,497,"Wise County, TX",2014,"28,492","27,104","1,388",4.9
CN4849900000000,48,499,"Wood County, TX",2014,"16,768","15,769",999,6
CN4850100000000,48,501,"Yoakum County, TX",2014,"4,294","4,165",129,3
CN4850300000000,48,503,"Young County, TX",2014,"8,671","8,318",353,4.1
CN4850500000000,48,505,"Zapata County, TX",2014,"6,939","6,579",360,5.2
CN4850700000000,48,507,"Zavala County, TX",2014,"3,898","3,425",473,12.1
CN4900100000000,49,1,"Beaver County, UT",2014,"2,967","2,847",120,4
CN4900300000000,49,3,"Box Elder County, UT",2014,"23,436","22,527",909,3.9
CN4900500000000,49,5,"Cache County, UT",2014,"58,904","57,015","1,889",3.2
CN4900700000000,49,7,"Carbon County, UT",2014,"8,702","8,255",447,5.1
CN4900900000000,49,9,"Daggett County, UT",2014,431,413,18,4.2
CN4901100000000,49,11,"Davis County, UT",2014,"155,909","150,319","5,590",3.6
CN4901300000000,49,13,"Duchesne County, UT",2014,"9,582","9,233",349,3.6
CN4901500000000,49,15,"Emery County, UT",2014,"4,616","4,369",247,5.4
CN4901700000000,49,17,"Garfield County, UT",2014,"2,719","2,480",239,8.8
CN4901900000000,49,19,"Grand County, UT",2014,"5,527","5,174",353,6.4
CN4902100000000,49,21,"Iron County, UT",2014,"19,928","19,023",905,4.5
CN4902300000000,49,23,"Juab County, UT",2014,"4,798","4,602",196,4.1
CN4902500000000,49,25,"Kane County, UT",2014,"3,565","3,395",170,4.8
CN4902700000000,49,27,"Millard County, UT",2014,"5,966","5,758",208,3.5
CN4902900000000,49,29,"Morgan County, UT",2014,"4,692","4,531",161,3.4
CN4903100000000,49,31,"Piute County, UT",2014,460,427,33,7.2
CN4903300000000,49,33,"Rich County, UT",2014,"1,006",967,39,3.9
CN4903500000000,49,35,"Salt Lake County, UT",2014,"575,842","554,611","21,231",3.7
CN4903700000000,49,37,"San Juan County, UT",2014,"5,610","5,175",435,7.8
CN4903900000000,49,39,"Sanpete County, UT",2014,"11,071","10,566",505,4.6
CN4904100000000,49,41,"Sevier County, UT",2014,"9,271","8,853",418,4.5
CN4904300000000,49,43,"Summit County, UT",2014,"22,543","21,769",774,3.4
CN4904500000000,49,45,"Tooele County, UT",2014,"28,914","27,524","1,390",4.8
CN4904700000000,49,47,"Uintah County, UT",2014,"16,000","15,427",573,3.6
CN4904900000000,49,49,"Utah County, UT",2014,"255,288","246,367","8,921",3.5
CN4905100000000,49,51,"Wasatch County, UT",2014,"12,721","12,239",482,3.8
CN4905300000000,49,53,"Washington County, UT",2014,"61,525","58,819","2,706",4.4
CN4905500000000,49,55,"Wayne County, UT",2014,"1,386","1,255",131,9.5
CN4905700000000,49,57,"Weber County, UT",2014,"114,919","109,861","5,058",4.4
CN5000100000000,50,1,"Addison County, VT",2014,"20,823","20,050",773,3.7
CN5000300000000,50,3,"Bennington County, VT",2014,"18,675","17,817",858,4.6
CN5000500000000,50,5,"Caledonia County, VT",2014,"15,275","14,539",736,4.8
CN5000700000000,50,7,"Chittenden County, VT",2014,"95,549","92,655","2,894",3
CN5000900000000,50,9,"Essex County, VT",2014,"2,770","2,606",164,5.9
CN5001100000000,50,11,"Franklin County, VT",2014,"27,475","26,390","1,085",3.9
CN5001300000000,50,13,"Grand Isle County, VT",2014,"4,068","3,886",182,4.5
CN5001500000000,50,15,"Lamoille County, VT",2014,"13,757","13,052",705,5.1
CN5001700000000,50,17,"Orange County, VT",2014,"15,897","15,288",609,3.8
CN5001900000000,50,19,"Orleans County, VT",2014,"13,625","12,772",853,6.3
CN5002100000000,50,21,"Rutland County, VT",2014,"31,774","30,275","1,499",4.7
CN5002300000000,50,23,"Washington County, VT",2014,"34,263","32,939","1,324",3.9
CN5002500000000,50,25,"Windham County, VT",2014,"23,519","22,559",960,4.1
CN5002700000000,50,27,"Windsor County, VT",2014,"29,705","28,612","1,093",3.7
CN5100100000000,51,1,"Accomack County, VA",2014,"16,062","14,986","1,076",6.7
CN5100300000000,51,3,"Albemarle County, VA",2014,"53,593","51,179","2,414",4.5
CN5100500000000,51,5,"Alleghany County, VA",2014,"7,196","6,769",427,5.9
CN5100700000000,51,7,"Amelia County, VA",2014,"6,209","5,881",328,5.3
CN5100900000000,51,9,"Amherst County, VA",2014,"15,629","14,779",850,5.4
CN5101100000000,51,11,"Appomattox County, VA",2014,"7,116","6,708",408,5.7
CN5101300000000,51,13,"Arlington County, VA",2014,"144,531","139,786","4,745",3.3
CN5101500000000,51,15,"Augusta County, VA",2014,"36,843","35,111","1,732",4.7
CN5101700000000,51,17,"Bath County, VA",2014,"2,592","2,476",116,4.5
CN5101900000000,51,19,"Bedford County, VA",2014,"38,441","36,471","1,970",5.1
CN5102100000000,51,21,"Bland County, VA",2014,"2,866","2,693",173,6
CN5102300000000,51,23,"Botetourt County, VA",2014,"17,687","16,822",865,4.9
CN5102500000000,51,25,"Brunswick County, VA",2014,"6,467","5,944",523,8.1
CN5102700000000,51,27,"Buchanan County, VA",2014,"7,771","6,956",815,10.5
CN5102900000000,51,29,"Buckingham County, VA",2014,"6,302","5,872",430,6.8
CN5103100000000,51,31,"Campbell County, VA",2014,"26,633","25,199","1,434",5.4
CN5103300000000,51,33,"Caroline County, VA",2014,"14,772","13,858",914,6.2
CN5103500000000,51,35,"Carroll County, VA",2014,"13,188","12,300",888,6.7
CN5103600000000,51,36,"Charles City County, VA",2014,"3,719","3,496",223,6
CN5103700000000,51,37,"Charlotte County, VA",2014,"5,300","4,941",359,6.8
CN5104100000000,51,41,"Chesterfield County, VA",2014,"177,421","168,309","9,112",5.1
CN5104300000000,51,43,"Clarke County, VA",2014,"7,545","7,213",332,4.4
CN5104500000000,51,45,"Craig County, VA",2014,"2,458","2,302",156,6.3
CN5104700000000,51,47,"Culpeper County, VA",2014,"23,348","22,177","1,171",5
CN5104900000000,51,49,"Cumberland County, VA",2014,"4,538","4,259",279,6.1
CN5105100000000,51,51,"Dickenson County, VA",2014,"5,196","4,666",530,10.2
CN5105300000000,51,53,"Dinwiddie County, VA",2014,"13,462","12,591",871,6.5
CN5105700000000,51,57,"Essex County, VA",2014,"5,682","5,319",363,6.4
CN5105900000000,51,59,"Fairfax County, VA",2014,"619,812","593,857","25,955",4.2
CN5106100000000,51,61,"Fauquier County, VA",2014,"35,919","34,267","1,652",4.6
CN5106300000000,51,63,"Floyd County, VA",2014,"8,301","7,915",386,4.7
